City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Bella Union,UY,2021-05-30 20:04:44,-30.2752,-57.6007,57.25,61,7,3.62
281,Chiang Khong,TH,2021-05-30 20:04:44,20.2613,100.4046,74.05,98,95,0.13
282,Waipawa,NZ,2021-05-30 20:04:45,-41.4122,175.5153,49.03,87,100,5.84
283,Necochea,AR,2021-05-30 20:04:45,-38.5473,-58.7368,55.04,45,70,11.36
284,Bonthe,SL,2021-05-30 20:04:45,7.5264,-12.505,80.19,83,100,8.5
285,Manaure,CO,2021-05-30 20:04:46,11.7751,-72.4445,89.29,46,72,14.9
286,Luwuk,ID,2021-05-30 20:04:46,-0.9516,122.7875,76.96,89,98,4.05
287,Arlit,NE,2021-05-30 20:04:47,18.7369,7.3853,95.83,7,93,13.04
288,Porbandar,IN,2021-05-30 20:04:47,21.6422,69.6093,83.46,77,98,13.78
289,Samarai,PG,2021-05-30 20:04:48,-10.6167,150.6667,79.41,75,100,14.88
290,Fallon,US,2021-05-30 20:04:48,39.4735,-118.7774,85.42,9,20,3.44
291,Mazagao,BR,2021-05-30 20:04:48,-0.115,-51.2894,81.36,84,10,3.67
292,Dasoguz,TM,2021-05-30 20:04:49,41.8363,59.9666,91.69,13,6,7.83
293,Aykhal,RU,2021-05-30 20:04:49,66.0,111.5,50.54,47,11,3.91
294,Rabo De Peixe,PT,2021-05-30 20:04:49,37.8,-25.5833,65.71,63,20,9.62
295,Vardo,NO,2021-05-30 20:04:50,70.3705,31.1107,43.0,75,75,9.22
296,Flin Flon,CA,2021-05-30 20:03:40,54.7682,-101.865,64.45,25,6,6.24
297,Kroonstad,ZA,2021-05-30 20:04:50,-27.6504,27.2349,49.96,31,100,2.01
298,Omboue,GA,2021-05-30 20:04:51,-1.5746,9.2618,77.14,90,100,8.28
299,Olafsvik,IS,2021-05-30 20:04:51,64.8945,-23.7142,39.96,92,100,3.65
300,Lagoa,PT,2021-05-30 20:04:51,39.05,-27.9833,63.57,80,88,9.55
301,Lasa,IT,2021-05-30 20:04:52,46.6166,10.7002,60.71,81,22,5.06
302,Cururupu,BR,2021-05-30 20:04:52,-1.8283,-44.8683,81.63,77,33,5.86
303,Derzhavinsk,KZ,2021-05-30 20:04:53,51.1,66.3167,67.86,71,60,9.86
304,Yar-Sale,RU,2021-05-30 20:04:53,66.8333,70.8333,36.23,67,5,16.06
305,Jiazi,CN,2021-05-30 20:04:54,22.8779,116.067,79.7,89,100,2.82
306,Hay River,CA,2021-05-30 20:00:39,60.8156,-115.7999,44.94,62,100,7.92
307,Murnau,DE,2021-05-30 20:04:54,48.2302,12.2943,53.22,77,5,5.61
308,Cherdyn,RU,2021-05-30 20:04:55,60.403,56.4787,37.0,68,66,6.93
309,Mola Di Bari,IT,2021-05-30 20:04:55,41.0609,17.0873,66.9,68,9,11.99
310,Spornoye,RU,2021-05-30 20:03:06,50.8448,37.2913,51.82,94,100,8.77
311,Bolivar,US,2021-05-30 20:04:55,37.6145,-93.4105,72.1,58,100,4.0
312,Ravar,IR,2021-05-30 20:04:56,31.2656,56.8055,84.36,9,0,3.11
313,San Pedro,PH,2021-05-30 20:04:56,14.35,121.0167,83.43,84,20,2.28
314,Cayenne,GF,2021-05-30 20:04:57,4.9333,-52.3333,82.44,82,0,3.0
315,Urucara,BR,2021-05-30 20:04:57,-2.5364,-57.76,86.18,64,96,0.6
316,Candoni,PH,2021-05-30 20:04:57,9.817,122.6043,76.39,86,71,3.22
317,Baishishan,CN,2021-05-30 20:04:58,43.5833,127.5667,47.8,91,20,2.57
318,Dayong,CN,2021-05-30 20:04:58,25.0209,118.2898,71.91,95,100,1.97
319,Dingle,PH,2021-05-30 20:04:58,10.9995,122.6711,78.26,89,98,0.54
320,Basco,PH,2021-05-30 20:04:59,20.4487,121.9702,84.27,82,99,14.63
321,Burnie,AU,2021-05-30 20:04:59,-41.0667,145.9167,43.92,89,34,2.98
322,Matara,LK,2021-05-30 20:05:00,5.9485,80.5353,79.59,84,97,14.2
323,Rio Gallegos,AR,2021-05-30 20:03:40,-51.6226,-69.2181,34.66,74,83,10.65
324,Nhulunbuy,AU,2021-05-30 20:01:17,-12.2333,136.7667,77.61,78,40,9.22
325,Cabedelo,BR,2021-05-30 20:05:00,-6.9811,-34.8339,79.47,84,94,10.38
326,Vagur,FO,2021-05-30 20:05:01,61.4732,-6.8119,48.25,92,0,21.25
327,Te Anau,NZ,2021-05-30 20:05:01,-45.4167,167.7167,47.57,95,100,6.55
328,Pangnirtung,CA,2021-05-30 20:05:03,66.1451,-65.7125,34.56,99,100,4.38
329,Karaj,IR,2021-05-30 20:00:13,35.8355,51.0103,82.92,14,0,11.9
330,Kiama,AU,2021-05-30 20:05:04,-34.6833,150.8667,47.25,83,0,1.01
331,Kota Bahru,MY,2021-05-30 20:05:04,6.1333,102.2386,77.9,88,93,3.2
332,Najran,SA,2021-05-30 20:04:52,17.4924,44.1277,82.27,14,1,5.32
333,Poum,NC,2021-05-30 20:05:05,-20.2333,164.0167,70.81,72,54,16.78
334,Chokurdakh,RU,2021-05-30 20:05:05,70.6333,147.9167,57.07,37,21,11.21
335,Ulladulla,AU,2021-05-30 20:05:05,-35.35,150.4667,46.87,82,1,4.63
336,Grand Gaube,MU,2021-05-30 20:05:06,-20.0064,57.6608,73.38,83,50,3.0
337,Palmas Bellas,PA,2021-05-30 20:05:06,9.2319,-80.0867,88.39,83,82,7.2
338,Avera,US,2021-05-30 20:02:56,33.194,-82.5271,81.72,35,0,5.46
339,Quatre Cocos,MU,2021-05-30 20:05:07,-20.2078,57.7625,73.09,82,41,6.67
340,Ayorou,NE,2021-05-30 20:05:07,14.7308,0.9174,96.53,12,0,8.05
341,Wagar,SD,2021-05-30 20:05:07,16.1525,36.2032,96.71,19,40,6.46
342,Salalah,OM,2021-05-30 20:05:08,17.0151,54.0924,82.49,89,20,6.91
343,Paamiut,GL,2021-05-30 20:05:08,61.994,-49.6678,35.51,89,17,21.32
344,Itarantim,BR,2021-05-30 20:05:09,-15.6597,-40.0656,80.94,52,33,8.99
345,Grand-Lahou,CI,2021-05-30 20:05:09,5.1367,-5.0242,80.62,79,17,9.82
346,Adrar,MR,2021-05-30 20:05:10,20.5022,-10.0711,89.78,27,100,17.76
347,Lagos,NG,2021-05-30 20:03:57,6.5833,3.75,79.39,90,100,4.45
348,Jaguaquara,BR,2021-05-30 20:05:10,-13.5306,-39.9708,75.09,52,38,8.59
349,Urumqi,CN,2021-05-30 20:05:10,43.801,87.6005,70.75,25,0,5.77
350,Port Augusta,AU,2021-05-30 20:03:57,-32.5,137.7667,46.76,37,100,3.65
351,Eureka,US,2021-05-30 20:03:25,40.8021,-124.1637,62.13,75,100,5.99
352,Cucaita,CO,2021-05-30 20:05:12,5.5437,-73.4543,59.38,83,89,3.36
353,Chapais,CA,2021-05-30 20:02:48,49.7834,-74.8492,67.44,24,7,7.14
354,Sardarshahr,IN,2021-05-30 20:05:13,28.4333,74.4833,93.85,27,28,15.84
355,Abu Dhabi,AE,2021-05-30 20:05:13,24.4667,54.3667,89.71,70,0,2.84
356,Ketchikan,US,2021-05-30 20:04:15,55.3422,-131.6461,50.74,93,100,2.46
357,Maniitsoq,GL,2021-05-30 20:03:06,65.4167,-52.9,35.17,86,83,5.5
358,Kharovsk,RU,2021-05-30 20:05:14,59.9642,40.1912,34.25,75,3,4.18
359,Durgapur,IN,2021-05-30 20:05:14,23.4833,87.3167,85.06,79,81,9.42
360,Fort Nelson,CA,2021-05-30 20:02:43,58.8053,-122.7002,69.91,29,100,3.87
361,Onega,RU,2021-05-30 20:05:14,63.9061,38.1404,39.63,66,26,5.75
362,Moron,AR,2021-05-30 20:05:09,-34.6534,-58.6198,60.49,36,6,6.82
363,Tianpeng,CN,2021-05-30 20:05:15,30.9866,103.9393,71.02,73,100,3.02
364,Sidi Ali,DZ,2021-05-30 20:05:15,36.0998,0.4206,71.46,61,99,5.23
365,Phangnga,TH,2021-05-30 20:05:16,8.4509,98.5298,85.82,94,57,2.21
366,Narsaq,GL,2021-05-30 20:05:16,60.9167,-46.05,52.02,61,2,1.74
367,Bathsheba,BB,2021-05-30 20:03:28,13.2167,-59.5167,82.15,71,79,19.8
368,Palmer,US,2021-05-30 20:05:17,42.1584,-72.3287,50.07,86,90,1.01
369,Nouadhibou,MR,2021-05-30 20:04:09,20.931,-17.0347,66.25,87,19,21.59
370,Dzhebariki-Khaya,RU,2021-05-30 20:05:17,62.2167,135.8,55.11,55,100,11.12
371,Pareora,NZ,2021-05-30 20:05:17,-44.4871,171.2132,50.18,97,100,23.42
372,Derbent,RU,2021-05-30 20:05:18,42.0678,48.2899,66.79,81,16,7.45
373,Chippewa Falls,US,2021-05-30 20:05:18,44.9369,-91.3929,54.99,91,90,8.77
374,Coquimbo,CL,2021-05-30 20:01:16,-29.9533,-71.3436,65.16,67,0,2.55
375,Port Hedland,AU,2021-05-30 20:05:19,-20.3167,118.5667,69.85,78,90,6.91
376,Trairi,BR,2021-05-30 20:04:17,-3.2778,-39.2689,79.25,77,5,9.24
377,Asau,RO,2021-05-30 20:02:56,46.4333,26.4,54.95,82,66,1.43
378,Hualmay,PE,2021-05-30 20:05:19,-11.0964,-77.6139,68.9,77,63,10.07
379,Hami,CN,2021-05-30 20:05:20,42.8,93.45,68.54,13,0,11.88
380,Aklavik,CA,2021-05-30 20:05:20,68.2191,-135.0107,44.31,54,96,15.43
381,Berdigestyakh,RU,2021-05-30 20:05:21,62.0989,126.6992,46.9,64,92,3.24
382,Padang,ID,2021-05-30 20:05:21,-0.9492,100.3543,75.22,95,96,2.71
383,Hambantota,LK,2021-05-30 20:05:21,6.1241,81.1185,80.17,82,99,19.91
384,Rorvik,NO,2021-05-30 20:05:22,64.8621,11.2373,49.98,76,75,4.61
385,Saldanha,ZA,2021-05-30 20:05:22,-33.0117,17.9442,58.28,79,100,5.35
386,Beringovskiy,RU,2021-05-30 20:05:23,63.05,179.3167,37.09,73,25,10.18
387,Goderich,CA,2021-05-30 20:05:23,43.7501,-81.7165,68.2,69,6,6.89
388,Saint-Pierre,RE,2021-05-30 20:05:23,-21.3393,55.4781,69.48,53,0,8.05
389,Erdenet,MN,2021-05-30 20:05:24,49.0333,104.0833,32.5,87,100,4.09
390,Kieta,PG,2021-05-30 20:05:24,-6.2167,155.6333,78.06,85,57,4.61
391,Haapiti,PF,2021-05-30 20:05:25,-17.5667,-149.8667,82.13,75,97,18.61
392,Bilibino,RU,2021-05-30 20:02:49,68.0546,166.4372,50.07,45,69,2.19
393,Wangaratta,AU,2021-05-30 20:05:25,-36.3667,146.3333,44.62,79,0,3.53
394,Jawhar,SO,2021-05-30 20:05:26,2.7809,45.5005,75.79,86,82,13.6
395,Sambava,MG,2021-05-30 20:05:26,-14.2667,50.1667,72.81,90,34,6.96
396,Ipswich,GB,2021-05-30 20:05:26,52.0592,1.1555,53.35,83,6,8.88
397,Beyneu,KZ,2021-05-30 20:05:27,45.3167,55.2,83.26,32,1,15.73
398,Yining,CN,2021-05-30 20:05:27,29.0361,114.5636,67.64,95,91,1.61
399,Mentakab,MY,2021-05-30 20:05:28,3.4865,102.3516,74.93,98,44,0.89
400,Darhan,MN,2021-05-30 20:05:28,49.4867,105.9228,37.98,70,71,4.79
401,Bratsk,RU,2021-05-30 20:05:28,56.1325,101.6142,32.49,96,100,2.01
402,Puri,IN,2021-05-30 20:05:29,19.8,85.85,88.38,85,56,10.36
403,Kropotkin,RU,2021-05-30 20:05:29,45.4375,40.5756,60.31,89,2,11.63
404,Council Bluffs,US,2021-05-30 20:05:30,41.2619,-95.8608,64.62,60,90,6.91
405,Baykit,RU,2021-05-30 20:05:30,61.67,96.37,32.43,94,69,0.2
406,Gouyave,GD,2021-05-30 20:05:31,12.1646,-61.7296,83.17,74,40,19.17
407,Mitu,CO,2021-05-30 20:05:31,1.1983,-70.1733,74.62,97,100,2.86
408,Namibe,AO,2021-05-30 20:05:31,-15.1961,12.1522,70.95,72,4,7.07
409,Port-Gentil,GA,2021-05-30 20:05:32,-0.7193,8.7815,79.5,86,96,15.21
410,Robertsport,LR,2021-05-30 20:05:32,6.7533,-11.3686,81.28,80,100,10.98
411,Boma,GH,2021-05-30 20:05:33,7.0805,-2.1697,74.53,98,100,3.53
412,Sinnamary,GF,2021-05-30 20:04:42,5.3833,-52.95,80.65,81,87,9.08
413,Virginia Beach,US,2021-05-30 20:04:59,36.8529,-75.978,59.05,88,90,17.27
414,Dalianwan,CN,2021-05-30 20:05:33,39.0286,121.695,50.04,87,0,5.82
415,Codrington,AU,2021-05-30 20:05:34,-38.2667,141.9667,39.56,67,3,8.37
416,Middelburg,ZA,2021-05-30 20:01:40,-25.7751,29.4648,50.52,30,59,5.37
417,General Bravo,MX,2021-05-30 20:05:34,25.8,-99.1667,91.31,46,75,25.72
418,Xuanhua,CN,2021-05-30 20:05:35,40.6103,115.0447,60.51,55,100,7.74
419,Kismayo,SO,2021-05-30 20:05:35,-0.3582,42.5454,78.48,82,76,15.52
420,Koshurnikovo,RU,2021-05-30 20:05:36,54.1667,93.3,34.07,82,58,3.13
421,Krasnogvardeyets,RU,2021-05-30 20:05:36,52.6804,52.3635,64.85,80,43,4.76
422,Irituia,BR,2021-05-30 20:05:36,-1.7711,-47.4381,79.34,86,99,3.29
423,Suoyarvi,RU,2021-05-30 20:05:37,62.0833,32.35,41.59,76,42,5.26
424,Norman Wells,CA,2021-05-30 20:05:37,65.282,-126.8329,50.36,58,66,9.95
425,Ponta Delgada,PT,2021-05-30 20:05:37,37.7333,-25.6667,66.92,63,20,13.8
426,Ilulissat,GL,2021-05-30 20:05:38,69.2167,-51.1,42.82,56,51,3.44
427,Rexburg,US,2021-05-30 20:05:38,43.826,-111.7897,71.58,17,1,3.44
428,The Valley,AI,2021-05-30 20:05:39,18.217,-63.0578,85.86,70,20,14.97
429,Tuatapere,NZ,2021-05-30 20:05:39,-46.1333,167.6833,49.82,95,100,6.11
430,Reims,FR,2021-05-30 20:05:40,49.1667,4.0833,63.34,58,0,6.91
431,Petawawa,CA,2021-05-30 20:05:40,45.9001,-77.3328,69.28,26,5,4.0
432,Kalmar,SE,2021-05-30 20:05:40,56.6616,16.3616,51.96,68,2,6.91
433,Kasongo-Lunda,CD,2021-05-30 20:05:41,-6.4667,16.8167,73.65,50,11,1.52
434,Kasongo,CD,2021-05-30 20:05:41,-4.45,26.6667,74.16,55,85,3.36
435,Cap-Aux-Meules,CA,2021-05-30 20:03:38,47.3821,-61.8597,45.88,71,100,10.71
436,Champerico,GT,2021-05-30 20:05:42,14.3,-91.9167,90.77,63,26,8.14
437,Solvychegodsk,RU,2021-05-30 20:05:42,61.3305,46.9156,34.14,74,7,4.36
438,Sulangan,PH,2021-05-30 20:05:43,11.1373,123.7228,83.48,73,63,1.48
439,College,US,2021-05-30 20:04:28,64.8569,-147.8028,66.0,50,100,0.51
440,Surt,LY,2021-05-30 20:05:43,31.2089,16.5887,70.93,74,6,11.1
441,Touros,BR,2021-05-30 20:03:19,-5.1989,-35.4608,79.54,81,61,12.1
442,Dudinka,RU,2021-05-30 20:03:56,69.4058,86.1778,38.34,99,100,27.36
443,Askiz,RU,2021-05-30 20:05:44,53.1319,90.5264,45.97,82,83,1.36
444,Ukiah,US,2021-05-30 20:05:44,39.1502,-123.2078,98.02,25,1,3.44
445,Mantua,IT,2021-05-30 20:05:45,45.1667,10.7833,69.04,66,8,8.01
446,Itoman,JP,2021-05-30 20:03:55,26.1247,127.6694,75.22,94,75,11.5
447,Ibra,OM,2021-05-30 20:05:45,22.6906,58.5334,83.97,46,100,1.92
448,Khash,IR,2021-05-30 20:05:46,28.2211,61.2158,81.05,8,0,6.13
449,Cedar City,US,2021-05-30 20:01:16,37.6775,-113.0619,79.39,9,88,14.09
450,Agirish,RU,2021-05-30 20:05:46,61.9247,63.0231,39.11,87,97,3.58
451,Malasila,PH,2021-05-30 20:05:46,6.9439,125.1294,72.95,98,100,1.21
452,Domoni,KM,2021-05-30 20:05:47,-12.2569,44.5319,76.78,83,0,4.05
453,Katete,UG,2021-05-30 20:05:47,-0.7818,29.7544,64.45,79,100,2.37
454,Rawson,AR,2021-05-30 20:05:48,-43.3002,-65.1023,49.32,68,100,14.05
455,Puerto Narino,CO,2021-05-30 20:05:48,-3.7703,-70.3831,87.15,62,82,2.39
456,Raudeberg,NO,2021-05-30 20:05:49,61.9875,5.1352,62.2,88,18,9.98
457,Jalu,LY,2021-05-30 20:05:49,29.0331,21.5482,89.11,18,0,12.91
458,Pampa,US,2021-05-30 20:05:49,35.5362,-100.9599,76.15,68,75,17.27
459,Carutapera,BR,2021-05-30 20:05:50,-1.195,-46.02,80.87,81,20,7.72
460,Porto Novo,BJ,2021-05-30 20:05:50,6.4965,2.6036,82.54,79,80,8.63
461,Buala,SB,2021-05-30 20:05:51,-8.145,159.5921,79.14,84,82,3.8
462,Puerto Escondido,MX,2021-05-30 20:05:51,15.85,-97.0667,88.63,70,1,11.5
463,Namatanai,PG,2021-05-30 20:05:51,-3.6667,152.4333,78.85,81,93,7.2
464,Ambovombe,MG,2021-05-30 20:05:52,-25.1667,46.0833,66.79,81,0,3.74
465,Fortuna,US,2021-05-30 20:05:53,40.5982,-124.1573,85.48,75,94,3.0
466,Truth Or Consequences,US,2021-05-30 20:05:53,33.1284,-107.2528,91.9,8,1,14.63
467,Newala,TZ,2021-05-30 20:05:53,-10.9431,39.2787,64.69,87,99,4.14
468,Bignona,SN,2021-05-30 20:05:54,12.8103,-16.2264,78.87,61,84,12.08
469,Buta,CD,2021-05-30 20:05:54,2.7858,24.73,73.18,88,81,1.52
470,Radyvyliv,UA,2021-05-30 20:05:55,50.1299,25.2558,49.68,98,100,8.25
471,Wangqing,CN,2021-05-30 20:05:55,43.3218,129.7634,49.1,91,78,1.66
472,Hornepayne,CA,2021-05-30 20:05:55,49.2138,-84.7705,69.01,27,91,13.65
473,Praia Da Vitoria,PT,2021-05-30 20:05:56,38.7333,-27.0667,68.76,70,99,10.83
474,Killarney,IE,2021-05-30 20:05:56,52.05,-9.5167,56.93,84,9,5.03
475,Zhezkazgan,KZ,2021-05-30 20:03:17,47.8043,67.7144,73.67,47,100,4.81
476,Tulun,RU,2021-05-30 20:05:57,54.5611,100.5792,35.67,99,100,3.65
477,Sivac,RS,2021-05-30 20:05:57,45.7033,19.3822,51.75,87,25,6.53
478,Chimore,BO,2021-05-30 20:05:57,-16.9833,-65.1333,76.33,74,98,3.56
479,La Ronge,CA,2021-05-30 20:05:58,55.1001,-105.2842,59.95,38,35,3.8
480,Lakselv,NO,2021-05-30 20:05:58,70.0513,24.9718,46.22,61,90,3.44
481,Kombissiri,BF,2021-05-30 20:05:58,12.0656,-1.3375,96.98,26,6,6.31
482,Alta Floresta,BR,2021-05-30 20:05:59,-9.8756,-56.0861,83.98,61,36,4.23
483,Siwan,IN,2021-05-30 20:05:59,26.2167,84.3667,84.27,66,3,4.56
484,Sterling,US,2021-05-30 20:02:18,39.0062,-77.4286,56.53,84,90,3.0
485,Wukari,NG,2021-05-30 20:06:00,7.85,9.7833,83.28,67,58,5.37
486,Runcorn,GB,2021-05-30 20:02:26,53.3417,-2.7312,68.04,64,22,5.75
487,Sur,OM,2021-05-30 20:06:00,22.5667,59.5289,90.77,46,76,16.37
488,Daigo,JP,2021-05-30 20:06:01,36.7667,140.35,53.62,82,34,2.59
489,Shelburne,CA,2021-05-30 20:02:56,44.0787,-80.2041,66.67,43,5,4.52
490,Karratha,AU,2021-05-30 20:02:52,-20.7377,116.8463,67.41,63,14,11.32
491,Riwaka,NZ,2021-05-30 20:06:01,-41.0833,173.0,49.01,86,100,3.94
492,Toora-Khem,RU,2021-05-30 20:06:02,52.4675,96.11,31.77,87,100,1.23
493,Gizo,SB,2021-05-30 20:06:02,-8.103,156.8419,80.76,78,99,3.87
494,Umm Lajj,SA,2021-05-30 20:04:03,25.0213,37.2685,87.4,45,50,7.52
495,Klaksvik,FO,2021-05-30 20:06:03,62.2266,-6.589,52.72,93,13,19.71
496,Leopoldsburg,BE,2021-05-30 20:06:04,51.1167,5.25,65.73,50,0,8.19
497,Cove,BJ,2021-05-30 20:06:04,7.221,2.3402,78.89,83,88,7.31
498,Sauda,NO,2021-05-30 20:06:05,59.6506,6.3542,62.91,62,26,3.06
499,Warri,NG,2021-05-30 20:06:05,5.5167,5.75,77.99,91,37,3.36
500,Cooma,AU,2021-05-30 20:06:06,-36.2333,149.1333,29.89,84,5,1.59
501,Camacha,PT,2021-05-30 20:06:06,33.0833,-16.3333,63.82,63,40,16.11
502,Chalmette,US,2021-05-30 20:06:06,29.9427,-89.9634,84.06,56,1,1.01
503,Mandalgovi,MN,2021-05-30 20:06:07,45.7625,106.2708,37.58,63,58,18.97
504,Ancud,CL,2021-05-30 20:06:07,-41.8697,-73.8203,56.23,94,100,17.96
505,Saint Anthony,US,2021-05-30 20:06:07,45.0205,-93.218,60.91,85,90,1.99
506,Aviles,ES,2021-05-30 20:03:52,43.5547,-5.9248,63.79,81,0,3.44
507,Artyom,AZ,2021-05-30 20:06:08,40.4723,50.333,71.74,86,0,29.68
508,Chabahar,IR,2021-05-30 20:06:08,25.2919,60.643,86.05,77,0,8.23
509,Falam,MM,2021-05-30 20:06:09,22.9167,93.6833,62.47,90,54,3.67
510,Lithakia,GR,2021-05-30 20:06:09,37.7167,20.8333,65.57,80,78,7.47
511,Sault Sainte Marie,CA,2021-05-30 20:06:10,46.5168,-84.3333,70.09,23,1,9.22
512,Kokopo,PG,2021-05-30 20:06:10,-4.352,152.2633,76.68,88,61,7.02
513,Kampene,CD,2021-05-30 20:06:11,-3.6,26.6667,72.39,73,21,0.92
514,Tautira,PF,2021-05-30 20:06:11,-17.7333,-149.15,82.42,78,99,18.01
515,Bambanglipuro,ID,2021-05-30 20:06:11,-7.95,110.2833,62.6,88,76,2.98
516,Bekhtery,UA,2021-05-30 20:06:12,46.251,32.2927,61.0,77,100,5.12
517,Kaohsiung,TW,2021-05-30 20:06:12,22.6163,120.3133,80.04,96,100,1.99
518,Acapulco,MX,2021-05-30 20:02:14,16.8634,-99.8901,88.77,60,100,9.89
519,Faanui,PF,2021-05-30 20:06:13,-16.4833,-151.75,80.01,76,100,16.73
520,Bullhead City,US,2021-05-30 20:06:14,35.1478,-114.5683,102.11,10,1,5.75
521,Kununurra,AU,2021-05-30 20:06:14,-15.7667,128.7333,58.98,77,62,2.3
522,Dargaville,NZ,2021-05-30 20:06:14,-35.9333,173.8833,54.27,91,99,8.23
523,Presidencia Roque Saenz Pena,AR,2021-05-30 20:06:15,-26.7852,-60.4388,68.92,35,3,6.91
524,Abay,KZ,2021-05-30 20:06:15,49.6311,72.8539,53.98,30,66,10.45
525,Zaysan,KZ,2021-05-30 20:06:15,47.4667,84.8667,61.3,25,0,7.92
526,Neuquen,AR,2021-05-30 20:06:16,-38.9516,-68.0591,66.09,34,0,14.97
527,Navoi,UZ,2021-05-30 20:06:16,40.0844,65.3792,81.88,30,0,8.1
528,Verkhnyaya Inta,RU,2021-05-30 20:06:17,65.9811,60.3094,36.79,70,99,8.12
529,Pisco,PE,2021-05-30 20:03:26,-13.7,-76.2167,65.01,93,83,5.88
530,Vallenar,CL,2021-05-30 20:03:24,-28.5708,-70.7581,80.58,26,0,5.61
531,San Luis De Palenque,CO,2021-05-30 20:06:17,5.4214,-71.7317,81.39,79,94,7.61
532,Monterey,US,2021-05-30 20:06:18,36.2505,-121.2516,69.03,21,2,4.16
533,Marsh Harbour,BS,2021-05-30 20:06:18,26.5412,-77.0636,79.39,73,60,9.24
534,Kembolcha,ET,2021-05-30 20:06:18,11.0816,39.7434,67.48,32,4,5.5
535,Esperance,AU,2021-05-30 20:02:51,-33.8667,121.9,55.24,85,75,19.89
536,Kadnikov,RU,2021-05-30 20:06:19,59.5022,40.338,35.53,73,6,5.35
537,Adiake,CI,2021-05-30 20:06:19,5.2863,-3.304,81.99,81,76,8.23
538,Primo Tapia,MX,2021-05-30 20:06:19,32.22,-116.9172,78.4,63,8,9.42
539,Capao Da Canoa,BR,2021-05-30 20:06:20,-29.7456,-50.0097,57.58,57,28,13.2
540,Novyy Urengoy,RU,2021-05-30 20:06:20,66.0833,76.6333,41.02,81,100,9.55
541,Cuamba,MZ,2021-05-30 20:06:21,-14.8031,36.5372,64.2,58,0,1.61
542,Shingu,JP,2021-05-30 20:04:20,33.7333,135.9833,59.92,73,0,4.68
543,Novobelokatay,RU,2021-05-30 20:06:21,55.7062,58.9549,56.95,96,100,4.38
544,Itupiranga,BR,2021-05-30 20:06:22,-5.1347,-49.3267,95.32,55,11,4.81
545,Vanimo,PG,2021-05-30 20:03:58,-2.6741,141.3028,76.93,90,99,6.35
546,San Dimas,US,2021-05-30 20:06:22,34.1067,-117.8067,94.64,54,1,4.61
547,Ordubad,AZ,2021-05-30 20:06:23,38.9059,46.0234,66.29,49,0,5.64
548,Ushtobe,KZ,2021-05-30 20:05:15,45.2514,77.9838,65.1,22,24,7.38
549,Nome,US,2021-05-30 20:06:23,64.5011,-165.4064,54.16,32,20,20.71
550,Tanggu,CN,2021-05-30 20:06:23,39.0211,117.6469,58.96,75,35,8.68
551,Aloleng,PH,2021-05-30 20:06:24,16.1307,119.7824,83.19,80,34,4.05
552,Punta Cardon,VE,2021-05-30 20:06:24,11.6581,-70.215,84.06,64,44,26.26
553,Manokwari,ID,2021-05-30 20:06:25,-0.8667,134.0833,79.0,81,100,3.87
554,Ginir,ET,2021-05-30 20:06:25,7.1333,40.7,58.05,69,80,5.21
555,Sonepur,IN,2021-05-30 20:06:26,20.8333,83.9167,88.23,49,78,2.3
556,Alakurtti,RU,2021-05-30 20:06:26,66.9672,30.3491,47.62,57,100,4.94
557,Puerto Del Rosario,ES,2021-05-30 20:04:00,28.5004,-13.8627,69.55,78,40,17.27
558,Zhigansk,RU,2021-05-30 20:04:06,66.7697,123.3711,47.93,60,1,11.5
559,Porto Velho,BR,2021-05-30 20:06:27,-8.7619,-63.9039,91.45,46,20,5.75
